"UnitNumber","abff","changetime","opmode","floor"
"N8S00R33","1","1,765,984,135","DCP","1"
"D3N02561","1","1,765,984,280","DCP","4"
"R2N0JU55","1","1,765,986,295","NAV","3"
"F8N1GAS5","1","1,765,984,183","DCP","5"
"F8N0BCR9","1","1,765,986,307","DTC","9"
"D6N20637","1","1,765,984,133","DCP","2"
"R2N2M613","1","1,765,986,417","DCP","20"
"R2N2Z988","1","1,765,984,216","DCP","1"
"F8N1ZFG0","1","1,765,984,556","NAV","5"
"R2NI4408","1","1,765,984,292","DTC","4"
"R2N5U245","1","1,765,983,273","HAD","1"
"D6NJ6932","1","1,765,986,567","DTC","9"
"R2N5K920","1","1,765,986,531","NAV","2"
"F8N1LRE0","1","1,765,983,849","NAV","1"
"R2NV6202","1","1,765,985,009","NAV","1"
"R2N7Y038","1","1,765,986,709","DTC","0"
"R2N0JU55","1","1,765,983,447","NAV","3"
"R2N9R913","1","1,765,982,721","DTC","0"
"R2N0JU55","1","1,765,984,446","NAV","3"
"F8N1GAS5","1","1,765,984,519","DCP","5"
"R2N5K920","1","1,765,984,408","NAV","2"
"R2N73237","1","1,765,983,075","NAV","5"
"D6NM8409","1","1,765,983,812","NAV","4"
"R2N5M203","1","1,765,984,612","NAV","1"
"R2N4X817","1","1,765,987,057","ESB","1"
"R2NV6202","1","1,765,986,818","NAV","1"
"R2N4J071","1","1,765,984,596","NAV","25"
"R2N5K920","1","1,765,984,622","NAV","2"
"D6NF7328","1","1,765,984,690","DTC","5"
"R2N8R285","1","1,765,987,028","DTC","1"
"R2S03768","1","1,765,987,039","HAD","2"
"R2NV6202","1","1,765,985,346","NAV","1"
"R2NV6202","1","1,765,984,898","NAV","1"
"R2NV6202","1","1,765,987,939","NAV","1"
"D3S00D92","1","1,765,984,623","DCP","10"
"R2NB8283","1","1,765,985,071","DLM","1"
"R2N05M60","1","1,765,984,773","ESB","1"
"F8N1BWG9","1","1,765,984,994","ESB","2"
"R2N04Z72","1","1,765,985,021","DCP","0"
"R2NH6279","1","1,765,985,040","ESB","3"
"F8S06A54","1","1,765,985,194","DCP","16"
"R2N7Y038","1","1,765,984,685","DTC","0"
"R2N5K920","1","1,765,985,074","NAV","2"
"R2S03262","1","1,765,985,092","ESB","1"
"F8N1PEB4","1","1,765,988,306","NAV","6"
"R2S03768","1","1,765,984,265","DCP","0"
"F8N0XNJ9","1","1,765,985,123","DTC","4"
"R2N0JU55","1","1,765,985,027","NAV","3"
"F8N1SGJ9","1","1,765,987,998","DTC","1"
"R2NV6202","1","1,765,985,489","NAV","1"
"R2N83780","1","1,765,985,170","DTC","2"
"R2N5K920","1","1,765,985,261","NAV","2"
"R2N0JU55","1","1,765,985,187","NAV","3"
"R2N06137","1","1,765,985,266","ESB","0"
"R2N02159","1","1,765,985,161","ESB","1"
"F8N44W08","1","1,765,988,721","DCP","1"
"F8N0GLK7","1","1,765,988,913","DCP","11"
"F8N5J914","1","1,765,988,321","NAV","255"
"R2N7D270","1","1,765,985,901","NAV","0"
"F8N0GLK7","1","1,765,988,550","DCP","20"
"R2N5K920","1","1,765,985,501","NAV","2"
"F8N0BCR9","1","1,765,985,606","DTC","9"
"F8N1XBJ4","1","1,765,985,594","NAV","1"
"R2N8Z144","1","1,765,988,943","DCP","5"
"R2N2Z988","1","1,765,985,619","DCP","1"
"R2N0JU55","1","1,765,985,713","NAV","3"
"R2N9S972","1","1,765,985,342","DCP","4"
"R2N8Z130","1","1,765,989,301","",""
"F8N1SJB7","1","1,765,985,055","HAD","1"
"R2NV6202","1","1,765,988,883","NAV","1"
"F8N1AKJ8","1","1,765,985,792","DCP","2"
"R2N2K644","1","1,765,989,543","",""
"F8N12S27","1","1,765,985,803","DTC","0"
"R2N2K646","1","1,765,989,542","",""
"R2N2K610","1","1,765,989,544","",""
"F8N1EAE2","1","1,765,989,648","",""
"R2N5K920","1","1,765,989,169","NAV","2"
"R2NV6202","1","1,765,984,754","NAV","1"
"R2N36246","1","1,765,986,174","NAV","1"
"F8N36311","1","1,765,985,846","DTC","11"
"R2N9S480","1","1,765,986,130","DCP","3"
"F8N9J402","1","1,765,989,350","NAV","17"
"R2N0JU55","1","1,765,989,841","NAV","3"
"F8S06A54","1","1,765,985,733","DCP","19"
"R2N7Y038","1","1,765,989,529","DTC","0"
"R2N9X067","1","1,765,986,137","HAD","2"
"R2NV6202","1","1,765,989,555","NAV","1"
"R2N2K618","1","1,765,989,606","",""
"F8N1WAX1","1","1,766,038,301","DCP","7"
"R2N2T268","1","1,766,038,393","DCP","2"
"R2N5G815","1","1,766,038,217","HAD","0"
"D7NB3832","1","1,766,038,278","ESB","1"
"F8N6X958","1","1,766,038,432","HAD","1"
"F8K34B56","1","1,766,038,032","DCP","4"
"R2N7P453","1","1,766,038,432","DCP","28"
"F8N1CEB3","1","1,766,038,436","ESB","1"
"F8N29X17","1","1,766,038,382","DCP","16"
"F8N1UDC4","1","1,766,035,114","DCP","4"
"R2N09G65","1","1,766,038,834","",""
"R2N0EQ66","1","1,766,037,522","ESB","1"
"R2N4F122","1","1,766,038,233","ESB","1"
"R2K2A049","1","1,766,038,695","NAV","3"
"F8N0JWJ2","1","1,766,038,191","HAD","4"
"R2N1N712","1","1,766,038,266","ESB","0"
"F8N1PGE0","1","1,766,038,276","NAV","0"
"R2N0M372","1","1,766,038,638","DCP","2"
"F8N1ZWG8","1","1,766,038,457","DCP","1"
"R2N4G654","1","1,766,038,761","ESB","1"
"F8N5C570","1","1,766,038,299","ESB","1"
"F8N91R10","1","1,766,038,530","HAD","1"
"D6N37352","1","1,766,038,244","DCP","20"
"D6N54004","1","1,766,038,598","ESB","1"
"R2N0T976","1","1,766,038,343","DCP","6"
"F8N0NTD1","1","1,766,038,317","DTC","17"
"R2N7Z726","1","1,766,038,126","DCP","1"
"R2N2C039","1","1,766,038,802","NAV","1"
"R2N0JX67","1","1,766,038,256","",""
"N8K00R40","1","1,766,038,182","HAD","6"
"F8N1KUX9","1","1,766,036,803","NAV","10"
"R2N4G225","1","1,766,036,857","ESB","1"
"F8N60U08","1","1,766,036,843","ESB","1"
"R2K00C09","1","1,766,036,566","DCP","6"
"R2N6W062","1","1,766,036,643","ESB","0"
"R2N5G811","1","1,766,036,766","HAD","0"
"F8N0GXJ1","1","1,766,036,897","NAV","1"
"F8N1KZK8","1","1,766,036,512","DCP","0"
"F8N0MRZ8","1","1,766,036,732","DCP","11"
"F8N1SEA9","1","1,766,036,697","DCP","1"
"F8N1EPR8","1","1,766,036,510","DCP","7"
"D7N00I92","1","1,766,036,999","",""
"F8N0TMS3","1","1,766,036,490","DCP","2"
"R2N8A247","1","1,766,036,492","DCP","8"
"R2N3F356","1","1,766,036,682","HAD","2"
"F8S74A64","1","1,766,036,752","DCP","16"
"F8N1YUJ2","1","1,766,036,672","NAV","0"
"R2N0LO19","1","1,766,036,479","DCP","4"
"R2N9R905","1","1,766,036,752","DCP","1"
"F8N36591","1","1,766,036,571","HAD","0"
"R2N9Y906","1","1,766,036,529","DCP","5"
"F8N0DJZ9","1","1,766,036,967","ESB","7"
"F8N28P48","1","1,766,036,688","NAV","27"
"R2N7K614","1","1,766,036,586","DCP","1"
"R2K00H76","1","1,766,036,711","DCP","4"
"R2N05F13","1","1,766,036,820","DCP","2"
"F8N30K84","1","1,766,036,629","ESB","1"
"R2N4W204","1","1,766,036,531","DCP","9"
"F8N60U42","1","1,766,036,836","DCP","1"
"F8N0JDD7","1","1,766,036,779","DCP","1"
"F8N2ACM3","1","1,766,036,935","DCP","7"
"F8N0LAU6","1","1,766,038,332","DCP","9"
"R2N0FA74","1","1,766,038,099","DCP","1"
"R2S00F76","1","1,766,038,373","DCP","1"
"R2N0CH46","1","1,766,038,269","DCP","1"
"D6N68079","1","1,766,038,466","DCP","6"
"R2N5H808","1","1,766,038,516","HAD","1"
"R2K01X97","1","1,766,038,672","",""
"D6NM1806","1","1,766,038,435","ESB","1"
"R2S03M21","1","1,766,038,292","ESB","1"
"F8N84U81","1","1,766,038,552","",""
"F8N0NUW3","1","1,766,038,345","NAV","7"
"F8N97W63","1","1,766,038,428","ESB","4"
"F8N51S67","1","1,766,038,340","HAD","12"
"R2N5Y653","1","1,766,038,396","DCP","0"
"R2N1J767","1","1,766,038,122","HAD","2"
"F8N4B159","1","1,766,038,610","ESB","1"
"F8N1EPR8","1","1,766,038,161","DCP","6"
"R2NF4365","1","1,766,038,357","DCP","12"
"R2NV4690","1","1,766,038,399","ESB","24"
"F8N0JPM9","1","1,766,038,479","NAV","1"
"R2S01J18","1","1,766,038,457","DCP","27"
"F8S67A51","1","1,766,038,336","ESB","2"
"R2N8Y037","1","1,766,038,332","DTC","15"
"R2N5Y389","1","1,766,038,533","DCP","1"
"F8N0DXJ6","1","1,766,038,415","DCP","21"
"D6N68417","1","1,766,037,349","HAD","2"
"R2N0BT64","1","1,766,038,417","DTC","13"
"F8N1RZS9","1","1,766,038,353","DCP","24"
"F8NJP331","1","1,766,038,644","ESB","1"
"R2N4C155","1","1,766,038,325","DCP","3"
"F8N04N09","1","1,766,038,620","ESB","1"
"R2N7Y038","1","1,766,038,688","DTC","0"
"F8N84U86","1","1,766,038,551","",""
"R2N4H192","1","1,766,038,262","DCP","4"
"R2N9C718","1","1,766,038,477","DCP","0"
"F8N84U85","1","1,766,038,553","",""
"R2N8T645","1","1,766,038,437","DCP","10"
"R2N0EV80","1","1,766,038,682","",""
"F8N0TNW3","1","1,766,038,413","NAV","1"
"F8N0WXC7","1","1,766,038,510","NAV","7"
"F8N1SEA9","1","1,766,035,971","DCP","3"
"F8S15B82","1","1,766,036,167","DCP","10"
"R2N0F793","1","1,766,036,019","DCP","12"
"F8K42A11","1","1,766,036,259","DCP","15"
"F8N27912","1","1,766,036,434","ESB","3"
"F8S64A70","1","1,766,035,967","ESB","6"
"F8N1JYP3","1","1,766,033,255","DCP","12"
"R2N7Y038","1","1,766,035,903","DTC","0"
"F8S39B37","1","1,766,036,316","NAV","10"
"F8N47U29","1","1,766,036,006","DCP","19"
"F8N6X942","1","1,766,035,795","NAV","1"
"R2N9X051","1","1,766,035,695","DCP","1"
"F8N42G91","1","1,766,035,783","DCP","6"
"F8N0KZJ0","1","1,766,035,852","ESB","1"
"F8N36K42","1","1,766,035,866","DCP","6"
"D6NG9385","1","1,766,035,976","ESB","1"
"F8N0JDD7","1","1,766,035,740","DCP","2"
"F8N1GEB3","1","1,766,036,232","DCP","1"
"R2K00M47","1","1,766,034,870","HAD","3"
"F8N1ZDU5","1","1,766,036,075","HAD","2"
"F8N1CGN1","1","1,766,036,185","DTC","14"
"R2N8Y356","1","1,766,035,907","DCP","0"
"F8N0BMC2","1","1,766,035,914","NAV","1"
"R2N5W272","1","1,766,035,960","DCP","20"
"R2N5U829","1","1,766,035,771","DCP","19"
"R2N1S748","1","1,766,035,858","DCP","1"
"R2N01Q99","1","1,766,035,904","ESB","22"
"F8N1D251","1","1,766,036,037","ESB","1"
"D7N00I94","1","1,766,035,914","DCP","4"
"F8S40A14","1","1,766,036,011","ESB","0"
"R2N9P803","1","1,766,035,915","HAD","5"
"F8N0GFU9","1","1,766,035,918","DCP","21"
"R2NP1453","1","1,766,036,392","NOR","1"
"R2S06367","1","1,766,035,883","ESB","2"
"R2N1G989","1","1,766,035,964","DCP","3"
"R2N4A057","1","1,766,035,777","DCP","2"
"F8N1UHU2","1","1,766,036,103","HAD","1"
"D6N20639","1","1,766,035,923","ESB","1"
"R2N5J719","1","1,766,036,050","ESB","2"
"R2NV0530","1","1,766,035,750","DCP","0"
"R2NK1335","1","1,766,035,904","DCP","6"
"F8N86Z85","1","1,766,035,916","HAD","1"
"F8N1FBP8","1","1,766,035,916","DCP","9"
"D6N54673","1","1,766,035,893","DCP","6"
"F8N28Y42","1","1,766,035,719","DCP","0"
"R2NP8613","1","1,766,035,852","DCP","18"
"F8SE3772","1","1,766,036,111","ESB","1"
"R2N2X698","1","1,766,035,896","ESB","0"
"R2N1R981","1","1,766,036,031","COR","255"
"F8N0XAG8","1","1,766,035,935","HAD","1"
"F8N1ZED4","1","1,766,035,965","",""
"R2N9Y912","1","1,766,035,991","DCP","2"
"D6N62131","1","1,766,031,717","DTC","1"
"F8N1SCC9","1","1,766,036,103","ESB","5"
"R2N06U44","1","1,766,035,984","DCP","1"
"R2N0EW11","1","1,766,035,877","HAD","1"
"N8N01F35","1","1,766,036,099","DCP","0"
"R2N05Y31","1","1,766,035,971","",""
"R2N9U004","1","1,766,036,119","",""
"F8N83U38","1","1,766,035,919","NAV","1"
"F8N52W95","1","1,766,036,118","HAD","15"
"D6N65680","1","1,766,035,852","ESB","1"
"R2N05Y29","1","1,766,035,969","",""
"R2N6A720","1","1,766,035,934","ESB","1"
"R2N8P565","1","1,766,035,937","DCP","1"
"R2N0T825","1","1,766,036,014","DTC","5"
"R2S06803","1","1,766,036,189","ESB","1"
"R2NR7404","1","1,766,036,122","DTC","1"
"D6N57503","1","1,766,036,324","ESB","0"
"R2N1J346","1","1,766,036,030","HAD","1"
"F8N0TKY6","1","1,766,035,893","DCP","12"
"N8K00R38","1","1,766,036,010","ESB","1"
"F8N91C18","1","1,766,036,280","ESB","1"
"R2N83472","1","1,766,035,888","DCP","15"
"R2N7M773","1","1,766,035,957","DCP","16"
"F8N1SZR4","1","1,766,036,102","",""
"F8N0WXB1","1","1,766,035,836","NAV","26"
"F8N83U33","1","1,766,036,380","NAV","1"
"F8N1FDK9","1","1,766,035,776","DCP","18"
"F8N0XSJ9","1","1,766,035,939","DCP","8"
"D3N03176","1","1,766,036,266","DCP","2"
"D6NM8582","1","1,766,035,984","DTC","9"
"R2N83780","1","1,766,036,066","DCP","1"
"R2N2P088","1","1,766,036,220","HAD","3"
"F8N0WNT2","1","1,766,036,199","NAV","1"
"R2N0T430","1","1,766,035,929","DCP","1"
"R2N7P197","1","1,766,036,245","DCP","11"
"D6N16616","1","1,766,036,099","DCP","2"
"R2N83551","1","1,766,036,134","HAD","1"
"R2S07992","1","1,766,036,163","ESB","1"
"R2N0S974","1","1,766,036,028","DTC","0"
"R2N0CX24","1","1,766,035,826","DCP","20"
"F8N88U15","1","1,766,036,156","NAV","1"
"D6NK4057","1","1,766,035,966","DCP","22"
"D6N41133","1","1,766,036,251","HAD","1"
"R2N6P942","1","1,766,035,967","DCP","6"
"F8N0LZN5","1","1,766,046,472","DCP","9"
"R2N4W725","1","1,766,046,706","DTC","1"
"F8N1ZEJ4","1","1,766,046,260","DCP","12"
"R2N1R745","1","1,766,046,566","DCP","7"
"R2N09X69","1","1,766,046,539","DCP","0"
"R2NB5054","1","1,766,046,721","DTC","5"
"D7N00I92","1","1,766,046,933","DTC","2"
"F8N2AKT7","1","1,766,046,671","NAV","0"
"R2N7Y038","1","1,766,046,781","DTC","0"
"F8N1NLC8","1","1,766,046,595","DCP","10"
"R2N6Y393","1","1,766,046,702","NAV","30"
"F8N0RKP5","1","1,766,046,286","DCP","8"
"F8N71H55","1","1,766,046,595","HAD","1"
"F8N0MYF1","1","1,766,046,827","ESB","1"
"R2N07A26","1","1,766,046,590","DTC","1"
"D6N44040","1","1,766,046,601","HAD","13"
"R2N9Y078","1","1,766,046,672","DCP","2"
"R2N0N410","1","1,766,046,772","DTC","0"
"D6N40706","1","1,766,046,731","ESB","1"
"F8N1WAX0","1","1,766,046,478","DCP","11"
"R2N1R722","1","1,766,048,440","DCP","11"
"R2N4A150","1","1,766,048,217","DCP","2"
"D6NF2696","1","1,766,048,646","DCP","24"
"F8N0PZD2","1","1,766,048,483","DTC","1"
"R2N11504","1","1,766,048,442","NAV","1"
"F8N34655","1","1,766,048,571","DTC","1"
"F8N2APB1","1","1,766,048,485","DCP","4"
"R2N1Y174","1","1,766,048,822","NAV","1"
"D6N53270","1","1,766,048,406","HAD","0"
"R2N9X059","1","1,766,048,612","ESB","33"
"F8N1XYP9","1","1,766,048,349","HAD","1"
"D6N19754","1","1,766,048,832","ESB","1"
"D6N33203","1","1,766,048,767","DCP","24"
"F8N02Z73","1","1,766,048,634","NAV","2"
"D7NB0406","1","1,766,048,801","DCP","17"
"F8N8R480","1","1,766,048,658","DCP","0"
"D6N52744","1","1,766,048,469","DCP","6"
"D6N61322","1","1,766,048,573","HAD","0"
"R2N5J079","1","1,766,048,935","DBF","11"
"R2N8G571","1","1,766,048,784","",""
"D6N61216","1","1,766,048,842","DCP","0"
"R2N0FP77","1","1,766,046,620","DCP","25"
"F8N20A46","1","1,766,046,454","NAV","1"
"D6N33138","1","1,766,046,875","DBF","8"
"D6N00P96","1","1,766,046,651","DCP","2"
"R2NU9772","1","1,766,046,677","NAV","11"
"F8N0TLA4","1","1,766,046,567","DCP","23"
"F8N1ZYC1","1","1,766,046,713","NAV","0"
"F8N60S18","1","1,766,046,915","NAV","21"
"F8N1LFB0","1","1,766,047,059","DTC","1"
"R2N6W270","1","1,766,046,739","DTC","2"
"F8N0SMZ4","1","1,766,046,663","NAV","2"
"R2K2A181","1","1,766,046,716","HAD","1"
"D6N49152","1","1,766,046,937","DCP","9"
"R2N86169","1","1,766,046,695","HAD","6"
"R2N00S51","1","1,766,046,832","",""
"F8N1YEU7","1","1,766,046,929","DCP","1"
"F8N1PMX7","1","1,766,046,649","NAV","0"
"F8N0MYE0","1","1,766,046,728","ESB","1"
"R2NV7445","1","1,766,046,638","DTC","2"
"R2S04857","1","1,766,046,930","NAV","1"
"F8N0SLU0","1","1,766,046,640","DCP","0"
"R2N8R421","1","1,766,046,679","ESB","1"
"R2N4R188","1","1,766,046,648","DCP","16"
"F8N1KHM4","1","1,766,046,860","NAV","4"
"F8N1ZGK5","1","1,766,046,853","HAD","13"
"R2N03U47","1","1,766,046,911","",""
"F8N0DDH1","1","1,766,046,688","DCP","1"
"F8N1JYE8","1","1,766,047,016","ESB","1"
"R2N2G272","1","1,766,046,669","ESB","1"
"R2N03T84","1","1,766,046,912","",""
"R2N5Y273","1","1,766,046,598","DCP","12"
"R2N0B513","1","1,766,048,348","DCP","7"
"R2S02C37","1","1,766,048,449","DCP","3"
"R2N04T55","1","1,766,048,684","DTC","11"
"R2N0LS83","1","1,766,048,386","DCP","26"
"F8S23A81","1","1,766,048,642","ESB","3"
"R2N7Z757","1","1,766,048,153","DCP","1"
"R2N03Z26","1","1,766,048,951","NAV","1"
"R2S01R56","1","1,766,048,941","ESB","9"
"F8S88A09","1","1,766,048,646","DTC","3"
"F8N0RKP5","1","1,766,048,260","DCP","8"
"R2N11503","1","1,766,048,707","NAV","1"
"F8N0KCY0","1","1,766,048,612","NAV","1"
"R2N0R942","1","1,766,048,502","ESB","18"
"R2N1T425","1","1,766,048,468","DCP","2"
"R2N0Z992","1","1,766,048,576","DBF","10"
"D6NM1567","1","1,766,048,965","ESB","24"
"R2N5E365","1","1,766,048,828","DTO","22"
"R2K4A650","1","1,766,048,668","DBF","0"
"F8S96A58","1","1,766,048,545","DCP","12"
"F8N0ZRR5","1","1,766,048,781","DCP","1"
"D6N29690","1","1,766,109,034","NAV","3"
"F8NF8416","1","1,766,109,093","NAV","2"
"F8N0LXC8","1","1,766,108,486","DCP","23"
"R2N0J413","1","1,766,108,777","NAV","2"
"F8N43T33","1","1,766,108,696","DCP","28"
"F8N1FXA1","1","1,766,108,642","DCP","0"
"F8N1EPR6","1","1,766,105,441","DCP","23"
"R2N5Y283","1","1,766,108,973","DCP","7"
"R2N0FA74","1","1,766,108,567","DCP","2"
"F8N0SLW6","1","1,766,108,654","NAV","4"
"R2N7E136","1","1,766,108,598","COR","255"
"F8N1XFD7","1","1,766,108,675","DCP","4"
"D6N57421","1","1,766,108,578","DCP","10"
"F8N1JBN0","1","1,766,108,577","HAD","33"
"F8N0NLU0","1","1,766,108,647","ESB","7"
"D6N53852","1","1,766,108,943","DCP","10"
"F8N1PRH6","1","1,766,108,790","NAV","4"
"F8S23B17","1","1,766,107,929","HAD","1"
"R2N0E870","1","1,766,108,692","DTC","21"
"F8S52A55","1","1,766,108,683","DCP","8"
"F8N1ACR1","1","1,766,108,720","NAV","0"
"R2N1S735S01","1","1,766,108,618","DCP","1"
"R2N00X26","1","1,766,108,735","DCP","0"
"R2N3E680","1","1,766,108,684","ESB","1"
"F8N9P060","1","1,766,108,800","DCP","1"
"R2N9E777","1","1,766,108,698","DCP","10"
"R2N0CR32","1","1,766,107,993","DCP","11"
"R2N8J458","1","1,766,107,962","DCP","2"
"R2N3P711","1","1,766,108,655","NAV","2"
"D6N51810","1","1,766,108,466","DCP","19"
"F8N0WLU2","1","1,766,108,572","NAV","1"
"R2NE8934","1","1,766,108,872","NOR","2"
"R2N4A146","1","1,766,108,542","DCP","3"
"R2NV7577","1","1,766,108,056","DBF","9"
"R2N5Z567","1","1,766,108,929","",""
"F8N1FJL7","1","1,766,108,552","DCP","0"
"F8S27B34","1","1,766,108,734","ESB","1"
"R2N1J032","1","1,766,108,556","DCP","1"
"F8N60S18","1","1,766,108,649","NAV","16"
"F8N1ESP6","1","1,766,108,892","",""
"R2N0DX79","1","1,766,108,429","DCP","9"
"F8N9G816","1","1,766,108,973","ESB","1"
"F8N0LUU1","1","1,766,108,684","NAV","1"
"F8N1TMD9","1","1,766,108,940","NAV","1"
"D6N00A14","1","1,766,108,743","DCP","9"
"F8N2AEC7","1","1,766,108,618","DCP","0"
"D6N07574","1","1,766,108,636","ESB","1"
"R2NP3911","1","1,766,108,804","NAV","1"
"F8N1SEA9","1","1,766,108,707","DCP","2"
"F8N1PZA6","1","1,766,108,740","DCP","2"
"F8N56N70","1","1,766,108,605","NAV","33"
"F8N1JKH4","1","1,766,108,899","DCP","2"
"R2NV5955","1","1,766,108,400","DCP","0"
"R2N0T428","1","1,766,108,895","ESB","1"
"R2N6Z475","1","1,766,108,582","DCP","2"
"F8N1JMR3","1","1,766,108,775","",""
"R2N4E705","1","1,766,108,567","DCP","7"
"R2N35975","1","1,766,108,642","ESB","1"
"F8N0MUE3","1","1,766,108,999","NAV","29"
"R2NE4237","1","1,766,108,921","ESB","1"
"R2N02N45","1","1,766,108,145","",""
"N8S00C54","1","1,766,108,979","NAV","8"
"F8N1CEY2","1","1,766,108,494","DCP","10"
"F8N05T98","1","1,766,109,025","ESB","1"
"F8N63Y05","1","1,766,108,174","NAV","23"
"F8N0YJH3","1","1,766,108,784","HAD","27"
"R2N2X967","1","1,766,108,666","HAD","2"
"D7N01822","1","1,766,108,813","NAV","5"
"F8N1JPZ7","1","1,766,109,016","HAD","0"
"F8N46U69","1","1,766,108,179","NAV","13"
"R2S02M81","1","1,766,108,774","HAD","17"
"R2N5Z578","1","1,766,108,928","",""
"R2N7Y038","1","1,766,109,079","DTC","0"
"D6S00M54","1","1,766,108,601","ESB","0"
"F8N1CMK1","1","1,766,108,638","NAV","1"
"R2N2F473","1","1,766,108,731","ESB","1"
"R2N1N964","1","1,766,108,781","ESB","2"
"R2N7Z737","1","1,766,108,585","DCP","1"
"R2N20530","1","1,766,108,718","ESB","10"
"R2N5M180","1","1,766,109,009","DTC","0"
"R2N0HJ72","1","1,766,108,856","DTC","9"
"R2N4X444","1","1,766,108,746","ESB","0"
"R2NJ6463","1","1,766,109,009","ESB","1"
"R2N9R502","1","1,766,108,171","ESB","25"
"R2N5S070","1","1,766,108,535","NAV","8"
"D6NM8447","1","1,766,108,774","DCP","2"
"F8N0FWY3","1","1,766,108,975","HAD","1"
"R2N0JI49","1","1,766,108,992","NAV","0"
"D6NM2745","1","1,766,108,981","DCP","4"
"R2N7W142","1","1,766,108,892","DCP","10"
"F8N02Z33","1","1,766,109,124","NAV","6"
"F8N03440","1","1,766,109,134","HAD","5"
"R2S08629","1","1,766,108,986","DCP","13"
"F8N60S18","1","1,766,104,838","NAV","2"
"N8S01C44","1","1,766,105,000","DCP","1"
"D6N36824","1","1,766,105,006","NAV","31"
"R2N4P716","1","1,766,104,940","DCP","8"
"F8N1CMJ7","1","1,766,104,893","DCP","15"
"F8N05H46","1","1,766,104,935","NAV","1"
"F8N56N69","1","1,766,104,756","NAV","1"
"F8N1NCL4","1","1,766,104,816","DCP","18"
"D6NM9803","1","1,766,105,082","DTC","0"
"R2N4A031","1","1,766,104,721","ESB","5"
"F8N0GFU8","1","1,766,104,696","DCP","0"
"R2N7W121","1","1,766,105,207","",""
"R2N5X859","1","1,766,104,736","DCP","2"
"F8N5M471","1","1,766,104,987","DCP","28"
"D6N07569","1","1,766,104,613","HAD","1"
"D6N01Y42","1","1,766,105,024","DCP","9"
"F8N1M503","1","1,766,095,694","DCP","1"
"F8N0RKN2","1","1,766,096,062","DCP","9"
"F8N0RKN2","1","1,766,095,264","DCP","12"
"D6NM8923","1","1,766,095,577","NAV","1"
"F8N0RKN7","1","1,766,095,936","DCP","24"
"F8N0TXW7","1","1,766,095,581","DCP","0"
"F8N03G12","1","1,766,095,450","DCP","13"
"R2N1N964","1","1,766,096,778","ESB","2"
"R2N5M662","1","1,766,096,061","DCP","7"
"R2N01R07","1","1,766,095,777","DCP","1"
"F8N45G73","1","1,766,095,789","DCP","0"
"F8N26R66","1","1,766,095,798","NAV","1"
"R2N5M623","1","1,766,095,945","DCP","26"
"R2S01S56","1","1,766,095,980","DCP","30"
"F8S69A71","1","1,766,094,990","DCP","4"
"F8N0D137","1","1,766,095,343","DCP","0"
"F8N27S78","1","1,766,097,488","NAV","3"
"R2N5K920","1","1,766,095,835","IDL","2"
"R2N4R821","1","1,766,096,006","DCP","11"
"F8N0RKN7","1","1,766,095,586","DCP","29"
"R2N5K920","1","1,766,096,272","IDL","2"
"F8N0JDE0","1","1,766,104,720","DCP","17"
"R2N6Z765","1","1,766,104,746","DCP","1"
"F8N1TWL2","1","1,766,104,865","",""
"F8N1UYU3","1","1,766,104,708","DCP","3"
"F8N1TWL0","1","1,766,104,865","",""
"D6N03I67","1","1,766,104,974","DTC","12"
"R2N04T91","1","1,766,104,883","DTC","2"
"F8N1TWL1","1","1,766,104,865","",""
"R2NP8603","1","1,766,104,794","DCP","27"
"R2N0BH15","1","1,766,105,293","",""
"D6N01Y37","1","1,766,104,698","DCP","6"
"F8N1NFM6","1","1,766,104,780","DCP","6"
