"UnitNumber","insff","inschangetime"
"R2N8K651","1","1,766,031,555"
"R2N8R791","1","1,766,031,895"
"R2N8R791","1","1,766,032,042"
"F8S18B99","1","1,766,031,557"
"R2N8R791","1","1,766,032,045"
"F8N17A11","1","1,766,031,813"
"F9KA0061","1","1,766,031,814"
"R2N8K651","1","1,766,031,789"
"F8N1ZYB4","1","1,766,031,790"
"F8N1BCJ4","1","1,766,031,795"
"R2N9N778","1","1,766,032,049"
"R2N8Y155","1","1,766,031,569"
"F8S73B95","1","1,766,031,835"
"R2NI4419","1","1,766,031,908"
"F8N1NGJ7","1","1,766,031,908"
"R2N8R791","1","1,766,031,571"
"R2N8R791","1","1,766,031,853"
"F8N0PHX8","1","1,766,031,815"
"F8N0YNS7","1","1,766,031,912"
"D6N35172","1","1,766,031,633"
"R2N8R791","1","1,766,031,952"
"F8N0EUB6","1","1,766,031,956"
"R2N8R791","1","1,766,031,579"
"F8N87X95","1","1,766,032,063"
"R2N8K651","1","1,766,031,665"
"N8S01J64","1","1,766,031,946"
"N8S01G05","1","1,766,031,992"
"R2N8K651","1","1,766,031,994"
"N8S00K15","1","1,766,031,751"
"R2N8K651","1","1,766,032,011"
"F8N1JLP5","1","1,766,032,008"
"F8N0XKK7","1","1,766,031,962"
"R2N8K651","1","1,766,031,968"
"R2N7P175","1","1,766,031,775"
"R2N8K651","1","1,766,031,678"
"R2N08D80","1","1,766,032,035"
"F8N1AWZ0","1","1,766,031,990"
"R2N8K651","1","1,766,031,782"
"F8N1LAT7","1","1,766,032,029"
"F8N08D41","1","1,766,032,037"
"R2N8K651","1","1,766,032,056"
"F8N0EUB7","1","1,766,031,856"
"R2N8K651","1","1,766,031,685"
"R2N4M672","1","1,766,031,686"
"D6N08100","1","1,766,031,860"
"F8N95M61","1","1,766,031,688"
"R2N8K651","1","1,766,031,694"
"R2N8R791","1","1,766,031,700"
"F8N63Z20","1","1,766,031,795"
"R2N1A679","1","1,766,031,795"
"F8N0NJH9","1","1,766,031,770"
"F8N1UFU3","1","1,766,031,870"
"R2N0KZ24","1","1,766,031,797"
"R2N8K651","1","1,766,031,807"
"R2N8K651","1","1,766,031,813"
"R2N5Y883","1","1,766,031,875"
"F8N0NJH9","1","1,766,031,736"
"F8N0SLH0","1","1,766,031,813"
"R2N8R791","1","1,766,031,880"
"F8N1EHR7","1","1,766,031,739"
"F8N1FEF2","1","1,766,031,818"
"D6K0A730","1","1,766,031,829"
"R2N8R791","1","1,766,031,835"
"F9K00034","1","1,766,031,835"
"R2N8R791","1","1,766,031,891"
"F8N0XDA8","1","1,766,031,891"
"F8N0NJH9","1","1,766,031,848"
"R2N6J375","1","1,766,031,852"
"F8N0YLJ4","1","1,766,031,750"
"F8N62S09","1","1,766,031,895"
"F8N1YYZ3","1","1,766,031,896"
"F8N0GXJ1","1","1,766,031,897"
"F8N0NJH9","1","1,766,031,857"
"F8N0TGL6","1","1,766,031,859"
"R2N0F757","1","1,766,031,879"
"R2N8R791","1","1,766,031,900"
"F8N72D18","1","1,766,031,867"
"F8N16W11","1","1,766,031,867"
"R2N8K651","1","1,766,031,901"
"F8N1JLP5","1","1,766,031,890"
"F8N1USL8","1","1,766,031,868"
"F8N12R05","1","1,766,031,886"
"F8N1ZYB4","1","1,766,031,757"
"N8S00N39","1","1,766,031,759"
"R2N1T157","1","1,766,031,763"
"R2N8R791","1","1,766,031,924"
"R2N8K651","1","1,766,031,924"
"F8N0CDY2","1","1,766,053,357"
"D6N46061","1","1,766,053,442"
"R2S01F33","1","1,766,053,407"
"N8S01G01","1","1,766,053,121"
"R2S02T10","1","1,766,053,178"
"N8S01G01","1","1,766,053,154"
"R2N8R791","1","1,766,053,201"
"R2S03N68","1","1,766,053,152"
"R2NV8253","1","1,766,053,413"
"R2N88957","1","1,766,053,185"
"R2N7Z580","1","1,766,053,409"
"N8S00N39","1","1,766,053,495"
"R2N8R791","1","1,766,053,031"
"R2N05B03","1","1,766,053,614"
"R2N9Y955","1","1,766,053,215"
"R2S05249","1","1,766,053,264"
"R2S06575","1","1,766,053,218"
"R2N8R791","1","1,766,053,220"
"N8S01G01","1","1,766,053,237"
"F8N0CDY2","1","1,766,053,492"
"F8N0LBE0","1","1,766,053,492"
"R2N8R791","1","1,766,053,222"
"R2N8R791","1","1,766,053,271"
"F8S55A24","1","1,766,053,361"
"F9K03198","1","1,766,053,441"
"F8N15W90","1","1,766,053,066"
"N8S00N41","1","1,766,053,176"
"R2N8R791","1","1,766,053,285"
"N8S01G01","1","1,766,053,260"
"F8N0PKS4","1","1,766,053,530"
"F8N3D182","1","1,766,053,500"
"F8NX1479","1","1,766,053,263"
"F8N0CDY2","1","1,766,053,251"
"R2N7S936","1","1,766,053,543"
"N8S00N39","1","1,766,053,253"
"R2N8R791","1","1,766,053,394"
"R2NV8115","1","1,766,053,250"
"D6S00214","1","1,766,053,184"
"R2N1T153","1","1,766,053,299"
"R2N8R791","1","1,766,053,265"
"N8S01D84","1","1,766,053,499"
"N8S01G01","1","1,766,053,298"
"R2N0A354","1","1,766,035,440"
"F8N0CDY2","1","1,766,053,427"
"N8S00N39","1","1,766,053,304"
"N8S00N39","1","1,766,053,276"
"D6N01Y71","1","1,766,053,515"
"D6N67566","1","1,766,053,110"
"N8S01G01","1","1,766,053,281"
"D6N01Y61","1","1,766,053,314"
"N8S00N39","1","1,766,053,584"
"R2N0FG96","1","1,766,053,121"
"D6N66721","1","1,766,053,335"
"D6N36773","1","1,766,053,483"
"R2N6U471","1","1,766,053,208"
"N8S01D84","1","1,766,053,358"
"R2N8R791","1","1,766,053,136"
"F8N1CXB6","1","1,766,053,574"
"D6N02Z99","1","1,766,053,592"
"R2N00H04","1","1,766,053,150"
"R2N4T098","1","1,766,053,624"
"N8S01G01","1","1,766,053,247"
"R2N8R791","1","1,766,053,167"
"R2N8R791","1","1,766,053,169"
"R2N8J357","1","1,766,053,353"
"N8S00N39","1","1,766,053,524"
"F8N0LBE0","1","1,766,053,173"
"F8N1NGD1","1","1,766,053,173"
"N8S00C54","1","1,766,053,358"
"F8N0LTF9","1","1,766,053,377"
"D6N36773","1","1,766,053,240"
"R2N8R791","1","1,766,053,243"
"R2N8R791","1","1,766,053,254"
"R2NV3272","1","1,766,053,419"
"D6S00J27","1","1,766,053,276"
"N8S00C54","1","1,766,053,266"
"D6N02Z97","1","1,766,053,576"
"R2N8R791","1","1,766,053,290"
"R2N8R791","1","1,766,053,293"
"R2N08D83","1","1,766,053,292"
"F8S79B45","1","1,766,053,418"
"R2N8R791","1","1,766,053,317"
"R2N8K651","1","1,766,053,308"
"R2N6U471","1","1,766,053,411"
"R2N9N780","1","1,766,053,399"
"F8N1JGK2","1","1,766,053,432"
"R2N8R791","1","1,766,053,297"
"N8S01R29","1","1,766,053,406"
"N8S00C54","1","1,766,053,465"
"F8N0CDY2","1","1,766,053,457"
"R2N8R791","1","1,766,053,323"
"R2S02Q42","1","1,766,053,431"
"R2N7S936","1","1,766,053,431"
"F8S79B45","1","1,766,053,496"
"F8N0NSX2","1","1,766,053,479"
"N8S00N39","1","1,766,053,454"
"F8N0LBE0","1","1,766,053,484"
"R2N6U471","1","1,766,053,479"
"N8S00C54","1","1,766,053,440"
"R2N7W775","1","1,766,053,515"
"R2N3H308","1","1,766,053,441"
"R2N8S957","1","1,766,053,574"
"N8S00N39","1","1,766,053,552"
"F8S55A24","1","1,766,053,480"
"R2N1R948","1","1,766,044,016"
"F8N1NGJ8","1","1,766,044,323"
"F8N39Y75","1","1,766,044,418"
"R2N8K651","1","1,766,044,264"
"F8S20B58","1","1,766,044,090"
"N8S00P61","1","1,766,044,209"
"R2N5N195","1","1,766,044,112"
"F8N1LFS1","1","1,766,044,269"
"R2NN1270","1","1,766,044,229"
"F8N0WXE0","1","1,766,044,095"
"F8N0NUX0","1","1,766,044,177"
"D6NJ9497","1","1,766,044,114"
"D6NM9511","1","1,766,044,214"
"R2N8K651","1","1,766,044,201"
"R2N8R791","1","1,766,044,549"
"R2N8K651","1","1,766,044,262"
"D6S01848","1","1,766,044,549"
"R2N0FS73","1","1,766,044,555"
"F8N38E85","1","1,766,044,020"
"R2N4A861","1","1,766,044,264"
"F8S07B37","1","1,766,044,023"
"R2N8R791","1","1,766,044,328"
"F8N1FES6","1","1,766,044,244"
"F8N1LRD7","1","1,766,044,559"
"R2N9A658","1","1,766,044,457"
"F8N0YSK8","1","1,766,044,030"
"R2N8R791","1","1,766,044,249"
"F8N3H104","1","1,766,044,101"
"R2N04T66","1","1,766,044,180"
"F8N1PCP1","1","1,766,044,448"
"R2N6U479","1","1,766,044,180"
"D6N69512","1","1,766,044,121"
"R2N03M75","1","1,766,044,102"
"F8N1LRD7","1","1,766,044,284"
"F8N03Y52","1","1,766,044,121"
"F8N0MMC2","1","1,766,044,467"
"R2N8Y044","1","1,766,044,109"
"F8N1MJX9","1","1,766,044,571"
"F8N0NUX0","1","1,766,044,332"
"R2N8R791","1","1,766,044,576"
"R2NQ6750","1","1,766,044,286"
"F8N1WXP6","1","1,766,044,492"
"R2NE3979","1","1,766,044,252"
"F8N71T12","1","1,766,044,272"
"F8N0WUU0","1","1,766,044,228"
"R2N8R791","1","1,766,044,578"
"F8N1SYC1","1","1,766,044,216"
"F8K18B88","1","1,766,044,331"
"R2N0HJ97","1","1,766,044,335"
"R2S07678","1","1,766,044,229"
"F8N0UXG3","1","1,766,044,289"
"R2N8R791","1","1,766,044,291"
"R2N2T468","1","1,766,044,291"
"R2N2S130","1","1,766,044,586"
"N8N04U43","1","1,766,044,258"
"N8N04U43","1","1,766,044,035"
"F8N0XUL4","1","1,766,044,258"
"F8N0PRR9","1","1,766,044,130"
"F8N0ABF6","1","1,766,044,035"
"F8N0WKB2","1","1,766,044,246"
"R2N8R791","1","1,766,044,227"
"F8N38E84","1","1,766,044,344"
"F8N86Z66","1","1,766,044,345"
"F8N0NJJ2","1","1,766,044,066"
"R2N8K651","1","1,766,044,346"
"F8N0NJJ2","1","1,766,044,226"
"R2N0BF69","1","1,766,044,121"
"R2N7R328","1","1,766,044,261"
"R2NE1168","1","1,766,044,122"
"F8N0MWN1","1","1,766,044,038"
"F8N2AJH1","1","1,766,044,119"
"F8N0UXG3","1","1,766,044,242"
"N8S00L64","1","1,766,044,283"
"F8N0PRR9","1","1,766,044,536"
"R2N8R791","1","1,766,044,231"
"F8N13F39","1","1,766,044,231"
"R2N8R791","1","1,766,044,135"
"R2N0R964","1","1,766,044,212"
"D6N12676","1","1,766,044,536"
"D6N68438","1","1,766,044,134"
"R2N0HJ97","1","1,766,044,231"
"R2N6D865","1","1,766,044,243"
"R2N06Z92","1","1,766,044,233"
"R2N00N96","1","1,766,044,263"
"F8K60A82","1","1,766,044,135"
"N8S01G05","1","1,766,044,306"
"R2N81064","1","1,766,044,126"
"F8N0BDH4","1","1,766,044,136"
"F8N11R93","1","1,766,044,268"
"F8N5B692","1","1,766,044,268"
"R2N5X856","1","1,766,044,004"
"F8N0BNJ3","1","1,766,044,136"
"R2N6W264","1","1,766,044,135"
"F8N13F39","1","1,766,044,288"
"R2N8K651","1","1,766,044,136"
"F8N0NUX0","1","1,766,044,309"
"R2N8K651","1","1,766,090,211"
"R2N8K639","1","1,766,092,908"
"R2N8R791","1","1,766,090,282"
"R2N8K651","1","1,766,092,457"
"R2N8R791","1","1,766,093,577"
"R2N8K651","1","1,766,093,604"
"R2N8K651","1","1,766,092,851"
"R2N8R791","1","1,766,093,204"
"R2N8K639","1","1,766,092,512"
"R2N8K651","1","1,766,093,262"
"R2N8R791","1","1,766,090,288"
"R2N8K651","1","1,766,090,845"
"R2N8R791","1","1,766,093,655"
"R2N8K651","1","1,766,092,932"
"R2N8R791","1","1,766,090,291"
"R2N8K651","1","1,766,093,659"
"R2N8K651","1","1,766,093,668"
"R2N8K639","1","1,766,092,873"
"R2N8R791","1","1,766,090,855"
"R2N8K639","1","1,766,092,640"
"R2N8R791","1","1,766,090,297"
"R2N8K651","1","1,766,089,668"
"R2N8R791","1","1,766,090,303"
"R2N8R791","1","1,766,093,340"
"R2N8K651","1","1,766,092,877"
"R2N8K639","1","1,766,092,881"
"R2N8K651","1","1,766,089,737"
"R2N8K651","1","1,766,091,258"
"R2N8R791","1","1,766,093,391"
"R2N8K651","1","1,766,091,265"
"R2N8R791","1","1,766,092,669"
"R2N8K639","1","1,766,092,553"
"R2N8K651","1","1,766,092,648"
"R2N8R791","1","1,766,091,315"
"R2N8R791","1","1,766,092,650"
"R2N8K651","1","1,766,090,316"
"R2N8R791","1","1,766,092,894"
"R2N8K651","1","1,766,092,657"
"R2N8K639","1","1,766,092,632"
"R2N8K651","1","1,766,092,894"
"R2N8K639","1","1,766,092,662"
"R2N8K639","1","1,766,092,736"
"R2N8K651","1","1,766,092,667"
"R2N8K639","1","1,766,092,898"
"R2N8K651","1","1,766,092,671"
"R2N8R791","1","1,766,092,899"
"R2N8K639","1","1,766,092,797"
"R2N8K639","1","1,766,092,901"
"R2N8K639","1","1,766,092,677"
"R2N8K639","1","1,766,093,951"
"R2N8K651","1","1,766,092,902"
"R2N8R791","1","1,766,092,683"
"R2N8K651","1","1,766,093,968"
"R2N8K639","1","1,766,092,837"
"R2N8R791","1","1,766,091,400"
"R2N8R791","1","1,766,090,872"
"R2N8K651","1","1,766,090,470"
"R2N8R791","1","1,766,092,824"
"R2N8K651","1","1,766,093,003"
"R2N8R791","1","1,766,092,911"
"R2N8K651","1","1,766,093,533"
"R2N8R791","1","1,766,093,990"
"R2N8K651","1","1,766,092,860"
"R2N8K639","1","1,766,093,014"
"R2N8K651","1","1,766,093,995"
"R2N8R791","1","1,766,091,433"
"R2N8K651","1","1,766,090,875"
"R2N8R791","1","1,766,092,877"
"R2N8R791","1","1,766,092,839"
"R2N8K651","1","1,766,094,004"
"R2N8R791","1","1,766,089,880"
"R2N8R791","1","1,766,090,875"
"R2N8K651","1","1,766,093,016"
"R2N8K639","1","1,766,092,698"
"R2N8R791","1","1,766,089,966"
"F8N0CDY2","1","1,766,090,483"
"R2N8K651","1","1,766,091,516"
"R2N8K639","1","1,766,093,550"
"R2N8K639","1","1,766,092,904"
"R2N8R791","1","1,766,094,025"
"R2N8R791","1","1,766,091,519"
"R2N8K651","1","1,766,092,906"
"R2N8K651","1","1,766,092,912"
"R2N8K651","1","1,766,091,527"
"R2N8K651","1","1,766,092,925"
"R2N8K651","1","1,766,092,944"
"R2N8K651","1","1,766,094,052"
"R2N8K651","1","1,766,093,088"
"R2N8R791","1","1,766,093,572"
"R2N8K651","1","1,766,091,529"
"R2N8K651","1","1,766,093,093"
"R2N8K651","1","1,766,093,595"
"R2N8R791","1","1,766,093,095"
"R2N8R791","1","1,766,090,882"
"F8N0CDY2","1","1,766,089,978"
"R2N8K651","1","1,766,093,101"
"R2N8K651","1","1,766,089,988"
"R2N8R791","1","1,766,090,887"
"R2N8K639","1","1,766,092,965"
"R2N8K639","1","1,766,092,968"
"R2N8K639","1","1,766,092,975"
"R2N8K651","1","1,766,093,107"
"R2N8R791","1","1,766,091,609"
"R2N8K639","1","1,766,093,118"
"R2N8K651","1","1,766,093,120"
"R2N8K651","1","1,766,092,938"
"R2N8K639","1","1,766,092,987"
"R2N8K651","1","1,766,090,532"
"R2N8K651","1","1,766,090,896"
"R2N8R791","1","1,766,092,711"
"R2N8R791","1","1,766,090,004"
"R2N8R791","1","1,766,092,713"
"R2N8K651","1","1,766,093,019"
"R2N8R791","1","1,766,093,667"
"R2N8K639","1","1,766,093,017"
"R2N8K639","1","1,766,093,705"
"R2N8K651","1","1,766,090,566"
"R2N8K651","1","1,766,090,573"
"R2N8K651","1","1,766,093,026"
"R2N8K639","1","1,766,092,959"
"R2N8K639","1","1,766,093,715"
"R2N8K651","1","1,766,093,070"
"R2N8K651","1","1,766,093,077"
"R2N8R791","1","1,766,093,718"
"R2N8K639","1","1,766,093,029"
"R2N8K639","1","1,766,092,998"
"R2N8K639","1","1,766,093,166"
"R2N8K651","1","1,766,091,653"
"R2N8K639","1","1,766,093,182"
"R2N8K651","1","1,766,093,115"
"R2N8K651","1","1,766,091,666"
"R2N8R791","1","1,766,093,185"
"R2N8K639","1","1,766,093,192"
"R2N8R791","1","1,766,093,062"
"R2N8K639","1","1,766,093,204"
"R2N8K639","1","1,766,093,073"
"R2N8K651","1","1,766,090,663"
"R2N8K651","1","1,766,093,041"
"R2N8R791","1","1,766,090,172"
"R2N8R791","1","1,766,093,209"
"R2N8R791","1","1,766,093,725"
"R2N8R791","1","1,766,093,142"
"R2N8R791","1","1,766,093,215"
"R2N8R791","1","1,766,091,673"
"R2N8K639","1","1,766,093,153"
"R2N8R791","1","1,766,093,728"
"R2N8R791","1","1,766,093,241"
"R2N8R791","1","1,766,093,730"
"R2N8R791","1","1,766,091,683"
"R2N8K651","1","1,766,090,915"
"R2N8K651","1","1,766,091,688"
"R2N8K651","1","1,766,090,178"
"R2N8R791","1","1,766,090,666"
"R2N8R791","1","1,766,093,172"
"R2N8K651","1","1,766,093,226"
"R2N8K639","1","1,766,093,773"
"R2N8K639","1","1,766,093,775"
"R2N8R791","1","1,766,091,702"
"R2N8K651","1","1,766,090,238"
"R2N8K639","1","1,766,093,121"
"R2N8K639","1","1,766,092,755"
"R2N8K651","1","1,766,092,759"
"R2N8K639","1","1,766,092,762"
"R2N8R791","1","1,766,093,133"
"R2N8R791","1","1,766,090,239"
"R2N8K651","1","1,766,090,684"
"R2N8K651","1","1,766,093,197"
"R2N8K651","1","1,766,093,787"
"R2N8K639","1","1,766,093,789"
"R2N8R791","1","1,766,090,966"
"R2N8R791","1","1,766,092,768"
"R2N8R791","1","1,766,093,335"
"R2N8R791","1","1,766,093,279"
"R2N8K651","1","1,766,091,831"
"R2N8R791","1","1,766,093,512"
"R2N8R791","1","1,766,090,247"
"R2N8R791","1","1,766,091,835"
"R2N8K639","1","1,766,093,528"
"R2N8R791","1","1,766,094,011"
"R2N8R791","1","1,766,092,778"
"R2N8R791","1","1,766,091,897"
"R2N8K639","1","1,766,091,897"
"R2N8R791","1","1,766,091,904"
"R2N8K639","1","1,766,092,788"
"R2N8K639","1","1,766,093,534"
"R2N8K651","1","1,766,093,254"
"R2N8R791","1","1,766,093,266"
"R2N8K651","1","1,766,090,276"
"R2N8R791","1","1,766,093,273"
"R2N8R791","1","1,766,092,797"
"R2N8R791","1","1,766,090,704"
"R2N8R791","1","1,766,091,922"
"R2N8R791","1","1,766,091,929"
"R2N8R791","1","1,766,093,285"
"R2N8K639","1","1,766,093,266"
"R2N8R791","1","1,766,091,940"
"R2N8R791","1","1,766,090,713"
"R2N8R791","1","1,766,090,418"
"R2N8K651","1","1,766,092,802"
"R2N8K651","1","1,766,093,336"
"R2N8R791","1","1,766,093,283"
"R2N8K639","1","1,766,094,115"
"R2N8K639","1","1,766,093,495"
"R2N8R791","1","1,766,091,943"
"R2N8R791","1","1,766,093,347"
"R2N8K639","1","1,766,093,570"
"R2N8K639","1","1,766,093,288"
"R2N8R791","1","1,766,091,068"
"R2N8K651","1","1,766,093,600"
"R2N8R791","1","1,766,093,294"
"R2N8R791","1","1,766,093,677"
"R2N8R791","1","1,766,090,488"
"R2N8R791","1","1,766,090,496"
"R2N8K651","1","1,766,090,503"
"R2N8R791","1","1,766,093,401"
"R2N8R791","1","1,766,093,410"
"R2N8K639","1","1,766,093,412"
"R2N8K639","1","1,766,093,001"
"R2N8K651","1","1,766,090,534"
"R2N8K651","1","1,766,091,972"
"R2N8R791","1","1,766,090,755"
"R2N8R791","1","1,766,093,316"
"R2N8K651","1","1,766,090,548"
"R2N8R791","1","1,766,091,977"
"R2N8R791","1","1,766,093,690"
"R2N8K639","1","1,766,091,978"
"R2N8R791","1","1,766,091,982"
"R2N8R791","1","1,766,093,385"
"R2N8K651","1","1,766,091,988"
"R2N8K651","1","1,766,097,844"
"R2N8R791","1","1,766,097,846"
"R2N2P828","1","1,766,097,846"
"R2N8K651","1","1,766,098,126"
"R2N8R791","1","1,766,097,984"
"R2N8R791","1","1,766,098,052"
"R2N8K651","1","1,766,098,135"
"R2N8K651","1","1,766,097,938"
"R2N8R791","1","1,766,098,214"
"R2N2P828","1","1,766,097,943"
"R2N8K651","1","1,766,098,065"
"R2N8R791","1","1,766,098,070"
"R2N8K651","1","1,766,098,081"
"R2N2P828","1","1,766,097,946"
"R2N2P828","1","1,766,097,104"
"R2N8K651","1","1,766,097,346"
"R2N8R791","1","1,766,098,001"
"R2N8R791","1","1,766,098,044"
"R2N8R791","1","1,766,098,081"
"R2N8R791","1","1,766,098,316"
"R2N8R791","1","1,766,097,106"
"R2N2P828","1","1,766,097,258"
"R2N2P828","1","1,766,098,053"
"R2N8K651","1","1,766,098,061"
"R2N2P828","1","1,766,097,784"
"R2N8K651","1","1,766,097,110"
"R2S02C85","1","1,766,097,965"
"R2N00S91","1","1,766,098,120"
"R2N2P828","1","1,766,098,320"
"R2N8K651","1","1,766,097,971"
"R2N8R791","1","1,766,098,067"
"R2N8R791","1","1,766,098,324"
"R2N8K651","1","1,766,097,373"
"R2N6X433","1","1,766,098,108"
"R2N2P828","1","1,766,098,073"
"R2N0MC41","1","1,766,098,071"
"R2N8R791","1","1,766,098,015"
"R2N8R791","1","1,766,098,326"
"R2N0MC41","1","1,766,098,133"
"R2N8K651","1","1,766,098,075"
"R2N8K651","1","1,766,098,138"
"R2N8R791","1","1,766,050,495"
"R2N8R791","1","1,766,050,342"
"R2N0OQ55","1","1,766,050,555"
"D7N00J13","1","1,766,049,965"
"R2N0HK01","1","1,766,050,527"
"R2N4T607","1","1,766,050,226"
"R2N8R791","1","1,766,050,355"
"R2N9R395","1","1,766,050,564"
"R2N8R791","1","1,766,049,970"
"R2N0OQ55","1","1,766,050,273"
"R2N0OR64","1","1,766,050,041"
"F8N1MFB3","1","1,766,050,579"
"F8N15W87","1","1,766,050,422"
"R2N0MJ67","1","1,766,050,044"
"R2N8R791","1","1,766,050,369"
"R2N8R791","1","1,766,050,278"
"R2N8R791","1","1,766,050,374"
"F8N38E84","1","1,766,050,263"
"D6N57921","1","1,766,050,017"
"R2N0OQ55","1","1,766,050,051"
"D6S00J23","1","1,766,050,264"
"F8N0TFZ4","1","1,766,050,265"
"F8N5H199","1","1,766,050,567"
"F8N0TFZ4","1","1,766,050,290"
"R2N8R791","1","1,766,050,463"
"N8S01J67","1","1,766,050,570"
"R2N06578","1","1,766,050,275"
"R2N0HK01","1","1,766,050,432"
"R2N8R791","1","1,766,050,033"
"R2N5W262","1","1,766,050,063"
"R2N8R791","1","1,766,050,282"
"R2N1H020","1","1,766,050,306"
"F8N8K347","1","1,766,050,465"
"F8N2AJZ9","1","1,766,050,605"
"R2S02C97","1","1,766,050,038"
"D6K1A670","1","1,766,050,308"
"R2N09N23","1","1,766,050,607"
"F8N0BFB5","1","1,766,050,067"
"F8N0CDY2","1","1,766,050,314"
"D6N01U67","1","1,766,050,314"
"F8N0TPR9","1","1,766,050,077"
"R2N03Z09","1","1,766,050,315"
"F8N0TFZ4","1","1,766,050,484"
"R2N8R791","1","1,766,050,487"
"R2N0OR64","1","1,766,050,614"
"R2N8R791","1","1,766,050,490"
"F8N79G74","1","1,766,050,079"
"D6NH1626","1","1,766,050,315"
"F8N0WET8","1","1,766,050,543"
"N8S01J67","1","1,766,050,544"
"R2N03Z14","1","1,766,050,092"
"R2S01P83","1","1,766,050,318"
"R2N0MC41","1","1,766,050,552"
"R2N8R791","1","1,766,050,623"
"R2NV3272","1","1,766,050,097"
"R2N8R791","1","1,766,050,557"
"R2N0OQ55","1","1,766,050,332"
"F8N0CDY2","1","1,766,050,332"
"R2N2S452","1","1,766,050,527"
"F8S74B19","1","1,766,050,059"
"R2N8R791","1","1,766,050,060"
"R2N8R791","1","1,766,050,325"
"D6N52983","1","1,766,050,593"
"F8N0ZDN4","1","1,766,050,614"
"F8N0TFZ4","1","1,766,050,370"
"F8N1JSG1","1","1,766,050,552"
"N8N04U43","1","1,766,050,555"
"F8N0ZRR5","1","1,766,050,345"
"F8N75Y04","1","1,766,050,346"
"R2N0MC41","1","1,766,050,124"
"R2N8K738","1","1,766,050,581"
"F8N0TFZ4","1","1,766,050,126"
"R2N0OQ55","1","1,766,050,116"
"F8N2AJZ9","1","1,766,050,585"
"R2N0OQ55","1","1,766,050,356"
"N8N04U43","1","1,766,050,116"
"R2N8R791","1","1,766,050,618"
"F8N0NMD0","1","1,766,050,619"
"F8N0TFZ4","1","1,766,050,367"
"R2N0OQ55","1","1,766,050,403"
"F8N0TFZ4","1","1,766,050,123"
"D6N25270","1","1,766,050,158"
"F8N0TFZ4","1","1,766,050,159"
"N8N04U43","1","1,766,050,401"
"F8N0TFZ4","1","1,766,050,427"
"R2N9Y763","1","1,766,050,397"
"F8N0TFZ4","1","1,766,050,167"
"R2N0R942","1","1,766,050,167"
"R2N8R791","1","1,766,050,466"
"F8N0TFZ4","1","1,766,050,469"
"R2N2P828","1","1,766,050,169"
"F8N1NJB5","1","1,766,105,800"
"F8N0EYK8","1","1,766,105,993"
"F8N95T42","1","1,766,105,724"
"F8N0PRP5","1","1,766,105,800"
"F8N1FRX9","1","1,766,105,722"
"F8SE9889","1","1,766,105,681"
"D6N32727","1","1,766,105,996"
"F8N4X838","1","1,766,105,800"
"N8S00P61","1","1,766,105,750"
"R2N8R791","1","1,766,105,735"
"D6N54250","1","1,766,105,735"
"R2N2P828","1","1,766,109,306"
"N8S00F24","1","1,766,109,512"
"D6N57929","1","1,766,109,398"
"D6N68846","1","1,766,109,512"
"F8N1USL6","1","1,766,109,468"
"F8N37R52","1","1,766,109,400"
"R2N74095","1","1,766,109,363"
"R2N2P828","1","1,766,109,400"
"R2NV4735","1","1,766,109,513"
"N8S00L66","1","1,766,109,446"
"F8N10U76","1","1,766,109,469"
"R2N3S476","1","1,766,109,452"
"R2N8K651","1","1,766,109,308"
"R2N0HK05","1","1,766,109,515"
"F8N0SDJ7","1","1,766,109,512"
"R2N2P828","1","1,766,109,396"
"F8K20A95","1","1,766,109,364"
"R2NI4085","1","1,766,109,405"
"N8S01J23","1","1,766,109,396"
"F8N0PPS1","1","1,766,109,478"
"D6NJ1332","1","1,766,109,481"
"R2N6J918","1","1,766,109,393"
"F8N0XCY6","1","1,766,109,446"
"F8N6P719","1","1,766,109,459"
"F8N1PHL6","1","1,766,109,456"
"F8N0CDY2","1","1,766,109,394"
"R2N2P828","1","1,766,109,460"
"R2N08D82","1","1,766,109,394"
"F8N15T10","1","1,766,109,484"
"R2NP9250","1","1,766,109,404"
"R2N9Y858","1","1,766,109,448"
"F8N82N45","1","1,766,109,460"
"R2N0H667","1","1,766,109,471"
"D7S00B30","1","1,766,109,367"
"D6N54294","1","1,766,109,405"
"R2S01R78","1","1,766,109,493"
"D6N69431","1","1,766,109,449"
"F8N72N67","1","1,766,109,311"
"R2N93783","1","1,766,109,406"
"N8S00O59","1","1,766,109,420"
"R2N09F85","1","1,766,109,449"
"F8N1NJS6","1","1,766,109,474"
"R2N2P828","1","1,766,109,409"
"R2N9G945","1","1,766,109,369"
"F8N56N70","1","1,766,109,316"
"F8S19A41","1","1,766,109,368"
"R2S00A66","1","1,766,109,316"
"F8N1LLT0","1","1,766,109,401"
"D7K1Z370","1","1,766,109,498"
"F8N0WDA8","1","1,766,109,523"
"F8S62B12","1","1,766,109,478"
"F8N64Z70","1","1,766,109,374"
"R2N8N839","1","1,766,109,402"
"R2N8J808","1","1,766,109,499"
"F8N54X45","1","1,766,109,518"
"R2N2P828","1","1,766,109,480"
"F8N46M58","1","1,766,109,552"
"F8N10U80","1","1,766,109,552"
"F8N0CDY2","1","1,766,109,373"
"R2N8W606","1","1,766,109,428"
"R2NO2075","1","1,766,109,429"
"R2N4E118","1","1,766,109,430"
