"UnitNumber","insff","inschangetime"
"R2N2P828","1","1,766,097,741"
"R2N8K651","1","1,766,097,532"
"R2N8R791","1","1,766,097,742"
"R2N2P828","1","1,766,097,749"
"R2N2P828","1","1,766,097,984"
"R2N8K651","1","1,766,060,425"
"R2S02H48","1","1,766,060,231"
"R2N8K651","1","1,766,060,233"
"R2N8K651","1","1,766,059,906"
"R2N30289","1","1,766,059,972"
"R2N8K651","1","1,766,060,238"
"R2N2P828","1","1,766,060,369"
"R2N8R791","1","1,766,060,373"
"R2N8K651","1","1,766,060,374"
"R2N2P828","1","1,766,060,224"
"F8S17A24","1","1,766,060,014"
"R2N2P828","1","1,766,060,821"
"R2N2P828","1","1,766,060,382"
"R2N8K651","1","1,766,060,209"
"R2N8K651","1","1,766,060,054"
"R2N8R791","1","1,766,060,255"
"R2N8R791","1","1,766,060,383"
"R2N8R791","1","1,766,060,388"
"R2N2P828","1","1,766,059,305"
"R2N2P828","1","1,766,060,217"
"R2N2P828","1","1,766,060,265"
"N8S01D81","1","1,766,060,272"
"R2N8R791","1","1,766,060,390"
"R2N8R791","1","1,766,060,266"
"R2N2P828","1","1,766,060,221"
"R2N8R791","1","1,766,060,091"
"R2N5M180","1","1,766,060,091"
"N8S00N39","1","1,766,059,562"
"R2N8R791","1","1,766,059,563"
"R2N8R791","1","1,766,060,227"
"R2N2P828","1","1,766,060,100"
"R2N2P828","1","1,766,060,404"
"R2N2P828","1","1,766,059,322"
"R2N8K651","1","1,766,060,281"
"R2N8R791","1","1,766,060,281"
"R2N8K651","1","1,766,060,284"
"R2N2P828","1","1,766,060,124"
"R2N8R791","1","1,766,060,124"
"R2N7G317","1","1,766,059,494"
"R2N8K651","1","1,766,060,288"
"R2N8K651","1","1,766,059,501"
"R2N8R791","1","1,766,060,288"
"R2N8K651","1","1,766,060,471"
"R2N2P828","1","1,766,060,420"
"F8K26B46","1","1,766,060,420"
"R2N8K651","1","1,766,059,635"
"R2N2P828","1","1,766,060,239"
"R2N8R791","1","1,766,059,640"
"R2N2P828","1","1,766,059,645"
"R2N1W072","1","1,766,060,302"
"R2N8K651","1","1,766,060,427"
"D3K00A30","1","1,766,059,511"
"R2N8K651","1","1,766,060,430"
"R2N2P828","1","1,766,060,431"
"R2N2P828","1","1,766,060,198"
"R2N8K651","1","1,766,060,303"
"R2N8R791","1","1,766,059,644"
"R2N8K651","1","1,766,059,644"
"R2N2P828","1","1,766,060,440"
"R2N2P828","1","1,766,059,648"
"F8N0CDY2","1","1,766,060,537"
"R2N8R791","1","1,766,059,513"
"R2N2P828","1","1,766,059,654"
"R2N2P828","1","1,766,060,211"
"R2N06586","1","1,766,060,247"
"R2N8K651","1","1,766,060,248"
"R2N2P828","1","1,766,060,250"
"F8N7R730","1","1,766,059,376"
"R2N8R791","1","1,766,060,309"
"R2N2P828","1","1,766,059,377"
"F8N39U49","1","1,766,060,323"
"R2N8R791","1","1,766,060,313"
"R2N8K651","1","1,766,059,711"
"R2N2P828","1","1,766,060,278"
"R2N8K651","1","1,766,060,329"
"R2N8R791","1","1,766,060,291"
"R2N2P828","1","1,766,059,665"
"R2N8R791","1","1,766,059,589"
"R2N2P828","1","1,766,060,281"
"R2N8R791","1","1,766,060,235"
"R2N2P828","1","1,766,059,389"
"R2N8K651","1","1,766,060,351"
"R2N02O24","1","1,766,059,394"
"R2N2P828","1","1,766,060,285"
"R2N8K651","1","1,766,060,539"
"R2N2P828","1","1,766,060,608"
"R2S09568","1","1,766,060,390"
"R2N2P828","1","1,766,060,288"
"R2N2P828","1","1,766,060,314"
"R2N8K651","1","1,766,059,405"
"F8N0CDY2","1","1,766,060,395"
"R2N8R791","1","1,766,059,405"
"R2N0OO85","1","1,766,060,257"
"R2N2P828","1","1,766,060,644"
"R2N8K651","1","1,766,059,722"
"R2N2P828","1","1,766,060,459"
"R2N8R791","1","1,766,060,307"
"R2N2P828","1","1,766,060,330"
"F8S26B10","1","1,766,060,267"
"R2N8R791","1","1,766,060,259"
"R2N8R791","1","1,766,060,370"
"R2N0OR65","1","1,766,059,686"
"R2NU9834","1","1,766,060,546"
"R2N8K651","1","1,766,060,309"
"R2N3C583","1","1,766,060,470"
"R2N8R791","1","1,766,060,269"
"F8N39U49","1","1,766,060,371"
"R2N8R791","1","1,766,060,271"
"R2N2P828","1","1,766,060,323"
"R2N2P828","1","1,766,060,553"
"R2N8R791","1","1,766,060,324"
"R2N2P828","1","1,766,059,626"
"R2N2P828","1","1,766,060,666"
"R2N8R791","1","1,766,060,275"
"R2N8R791","1","1,766,059,629"
"R2N2P828","1","1,766,060,378"
"R2N8K651","1","1,766,059,705"
"R2N8R791","1","1,766,059,758"
"D6N00Y90","1","1,766,060,557"
"F8S57A79","1","1,766,044,166"
"R2N8K651","1","1,766,044,150"
"R2N1N719","1","1,766,044,522"
"F8N0ABA7","1","1,766,044,025"
"N8N04U43","1","1,766,044,305"
"R2N9G270","1","1,766,044,477"
"F8N38E84","1","1,766,044,523"
"N8S01J65","1","1,766,044,172"
"F8N0NJJ2","1","1,766,044,200"
"F8N0WKB2","1","1,766,044,098"
"F8N0ABG2","1","1,766,044,483"
"D6S01912","1","1,766,044,094"
"R2N4K672","1","1,766,044,154"
"F8N1WXP6","1","1,766,044,173"
"R2S00M43","1","1,766,044,192"
"R2N8K651","1","1,766,044,492"
"R2N4W511","1","1,766,044,175"
"F8N46M61","1","1,766,044,003"
"R2N0FE40","1","1,766,044,202"
"D6NI0259","1","1,766,044,193"
"F8N60M25","1","1,766,044,509"
"F8N49Y04","1","1,766,044,193"
"R2N2S479","1","1,766,044,214"
"F8N47W27","1","1,766,044,055"
"R2N8R791","1","1,766,044,195"
"F8N16S46","1","1,766,044,529"
"F8N0MUY1","1","1,766,044,158"
"R2N8K651","1","1,766,044,082"
"R2N0U892","1","1,766,044,194"
"R2N8K651","1","1,766,044,228"
"R2N8R791","1","1,766,044,179"
"R2N8R791","1","1,766,044,533"
"R2NT8358","1","1,766,044,538"
"R2NK5047","1","1,766,044,217"
"D7NC3254","1","1,766,044,008"
"N8S00P61","1","1,766,044,199"
"R2N2S668","1","1,766,044,526"
"F8N60X67","1","1,766,044,198"
"F8N1UFK7","1","1,766,044,412"
"R2N99712","1","1,766,044,313"
"F8NES704","1","1,766,044,241"
"F8N30K06","1","1,766,044,342"
"D7NC0872","1","1,766,044,235"
"R2N8K651","1","1,766,044,188"
"F8N0SHG6","1","1,766,044,346"
"F8N0UXG3","1","1,766,044,345"
"R2N4E476","1","1,766,044,102"
"N8S01P89","1","1,766,044,316"
"D7S00F75","1","1,766,044,223"
"R2N8K651","1","1,766,044,206"
"R2N1F280","1","1,766,044,081"
"F8N0ABG2","1","1,766,044,598"
"F8N0NJJ2","1","1,766,044,247"
"R2N8R791","1","1,766,044,362"
"R2N8R791","1","1,766,044,210"
"R2N8K651","1","1,766,045,872"
"R2N06595","1","1,766,046,163"
"R2N0HK05","1","1,766,046,146"
"R2N8R791","1","1,766,045,874"
"R2N8R791","1","1,766,046,061"
"R2N9C129","1","1,766,046,037"
"R2N8R791","1","1,766,045,878"
"R2N8R791","1","1,766,046,040"
"F8N0CDY2","1","1,766,046,041"
"R2N0MC41","1","1,766,046,069"
"F8N0B562","1","1,766,046,037"
"R2N1Z608","1","1,766,045,932"
"F8N2AJZ9","1","1,766,045,899"
"R2N04928","1","1,766,046,164"
"F8N1XMS7","1","1,766,045,936"
"F8SEJ831","1","1,766,045,930"
"F8N1MTP7","1","1,766,046,044"
"R2N0H872","1","1,766,046,045"
"N8S00L64","1","1,766,046,184"
"N8N00U14","1","1,766,046,019"
"R2N9R395","1","1,766,046,176"
"R2N1Z608","1","1,766,046,073"
"F8N90Z61","1","1,766,046,191"
"R2NE8354","1","1,766,046,168"
"F8N50W42","1","1,766,046,180"
"R2N8W602","1","1,766,045,940"
"F8N56N54","1","1,766,046,021"
"F8N0MWM9","1","1,766,046,022"
"F8N26U57","1","1,766,045,940"
"F8N56N54","1","1,766,045,997"
"F8N56N54","1","1,766,046,102"
"R2S03C38","1","1,766,046,145"
"R2N9G942","1","1,766,046,080"
"R2N8K651","1","1,766,046,005"
"N8S00K92","1","1,766,046,213"
"F8N57N57","1","1,766,045,939"
"D6N53651","1","1,766,046,173"
"N8S01J67","1","1,766,050,438"
"R2N8R791","1","1,766,050,519"
"F8N0TFZ4","1","1,766,050,462"
"F8N0TFZ4","1","1,766,050,156"
"F8N1ZSL6","1","1,766,050,498"
"F8N1PCP8","1","1,766,050,248"
"R2N3X918","1","1,766,050,525"
"F8N55Z87","1","1,766,050,247"
"R2N8R791","1","1,766,050,162"
"N8N04U43","1","1,766,050,549"
"F8S79B43","1","1,766,050,248"
"R2S03N68","1","1,766,051,684"
"R2N0S847","1","1,766,051,700"
"R2N8R791","1","1,766,051,792"
"F8N1ZYB3","1","1,766,051,954"
"F8N1ZYB3","1","1,766,051,883"
"R2N2D456","1","1,766,051,715"
"F8N1ZYB3","1","1,766,051,846"
"D6N56486","1","1,766,051,888"
"R2N8R791","1","1,766,051,155"
"R2N8R791","1","1,766,051,728"
"F8N0NJP0","1","1,766,051,807"
"R2N8R791","1","1,766,051,810"
"R2N8R791","1","1,766,051,965"
"R2N8R791","1","1,766,051,746"
"F8K65A64","1","1,766,051,169"
"R2N8R791","1","1,766,051,752"
"R2N8R791","1","1,766,051,927"
"R2N8R791","1","1,766,051,173"
"R2N8R791","1","1,766,051,764"
"R2N34925","1","1,766,052,015"
"F8N0CDY2","1","1,766,051,844"
"R2N8R791","1","1,766,051,979"
"N8S00N39","1","1,766,051,844"
"R2N8R791","1","1,766,051,321"
"R2N8R791","1","1,766,051,325"
"R2N9X051","1","1,766,051,983"
"R2N8R791","1","1,766,051,199"
"R2N8R791","1","1,766,051,783"
"D7N00J13","1","1,766,051,810"
"R2N8R791","1","1,766,051,988"
"R2S03463","1","1,766,051,868"
"D6NJ7388","1","1,766,051,988"
"R2S03N68","1","1,766,051,333"
"D6N40852","1","1,766,051,993"
"R2N8R791","1","1,766,051,849"
"N8S01D37","1","1,766,051,849"
"F8N0CDY2","1","1,766,051,342"
"F8N1ZYB3","1","1,766,052,003"
"N8S01B05","1","1,766,051,250"
"F8N0CDY2","1","1,766,051,855"
"F8N64Z79","1","1,766,052,012"
"F8N20W94","1","1,766,051,251"
"N8S01G05","1","1,766,051,909"
"D6N27538","1","1,766,052,027"
"R2N8R791","1","1,766,051,883"
"R2N8R791","1","1,766,051,720"
"R2N0HK01","1","1,766,051,356"
"F8N0TFZ4","1","1,766,050,251"
"F8N0TFZ4","1","1,766,050,478"
"R2N8R791","1","1,766,051,367"
"R2N8R791","1","1,766,051,902"
"R2N8R791","1","1,766,051,736"
"R2N8R791","1","1,766,051,296"
"R2N8R791","1","1,766,051,959"
"R2N8R791","1","1,766,051,918"
"R2N0IM55","1","1,766,051,301"
"R2N9N392","1","1,766,051,927"
"R2N8R791","1","1,766,051,308"
"R2N8R791","1","1,766,051,997"
"D6N01Y72","1","1,766,051,313"
"F8N64Z79","1","1,766,052,001"
"R2N8R791","1","1,766,052,003"
"R2N8R791","1","1,766,052,008"
"D6N15481","1","1,766,051,947"
"R2N8R791","1","1,766,051,991"
"D6N01U63","1","1,766,052,018"
"R2N8R791","1","1,766,051,885"
"R2S03N68","1","1,766,051,992"
"N8S01D35","1","1,766,051,332"
"R2S03N68","1","1,766,051,959"
"F8S46B14","1","1,766,051,333"
"R2N8R791","1","1,766,051,969"
"R2N7T592","1","1,766,051,334"
"F8N0GXJ7","1","1,766,051,437"
"R2NM8339","1","1,766,051,966"
"F8N0CDY2","1","1,766,051,978"
"D6N01U63","1","1,766,052,023"
"R2N8R791","1","1,766,051,913"
"D6N27315","1","1,766,052,029"
"R2N8R791","1","1,766,051,356"
"R2N8R791","1","1,766,051,458"
"R2N8R791","1","1,766,051,371"
"R2K01Q96","1","1,766,051,923"
"R2N4Z082","1","1,766,052,027"
"N8N04U43","1","1,766,051,502"
"R2N8K651","1","1,766,097,518"
"R2N8K639","1","1,766,096,926"
"R2N8R791","1","1,766,097,692"
"R2N8R791","1","1,766,097,817"
"R2N8R791","1","1,766,097,315"
"R2N8R791","1","1,766,097,694"
"R2N8R791","1","1,766,097,327"
"R2N8R791","1","1,766,097,322"
"R2N2P828","1","1,766,096,923"
"R2N8R791","1","1,766,097,822"
"R2N8R791","1","1,766,097,535"
"R2N2P828","1","1,766,097,530"
"R2N2P828","1","1,766,097,824"
"R2N5U915","1","1,766,097,555"
"R2N8R791","1","1,766,097,625"
"R2N8K651","1","1,766,097,333"
"R2N2P828","1","1,766,098,905"
"R2N2P828","1","1,766,096,978"
"F9K02112","1","1,766,097,775"
"R2N8R791","1","1,766,097,334"
"R2N8K639","1","1,766,096,710"
"R2N8R791","1","1,766,097,557"
"R2N2P828","1","1,766,097,781"
"R2N8R791","1","1,766,097,345"
"R2N8R791","1","1,766,098,912"
"R2N8R791","1","1,766,098,021"
"F8N0CDY2","1","1,766,098,913"
"R2N8R791","1","1,766,097,708"
"R2N8R791","1","1,766,097,827"
"R2N8R791","1","1,766,097,836"
"F8N32U37","1","1,766,097,736"
"R2N2P828","1","1,766,097,737"
"R2N8R791","1","1,766,097,738"
"R2N8K651","1","1,766,096,999"
"R2N2P828","1","1,766,097,716"
"R2N2P828","1","1,766,098,028"
"R2N8R791","1","1,766,097,336"
"R2N2P828","1","1,766,097,722"
"R2N8R791","1","1,766,097,586"
"R2N8K651","1","1,766,096,737"
"R2N8R791","1","1,766,097,745"
"R2N2P828","1","1,766,098,928"
"R2N8R791","1","1,766,096,985"
"R2N2P828","1","1,766,097,572"
"R2N8K651","1","1,766,097,573"
"R2N8R791","1","1,766,098,934"
"R2N8R791","1","1,766,097,597"
"R2N8R791","1","1,766,096,997"
"R2N8R791","1","1,766,097,347"
"R2N8K651","1","1,766,097,580"
"R2N2P828","1","1,766,097,043"
"R2N8R791","1","1,766,097,424"
"F8N1SEE2","1","1,766,097,884"
"R2N8R791","1","1,766,097,638"
"R2N8K651","1","1,766,097,886"
"R2N2P828","1","1,766,097,048"
"R2N2P828","1","1,766,097,640"
"R2N8R791","1","1,766,097,063"
"R2N8R791","1","1,766,097,781"
"R2N8K651","1","1,766,097,776"
"R2N2P828","1","1,766,097,600"
"R2N2P828","1","1,766,097,067"
"R2N2P828","1","1,766,098,960"
"R2N8R791","1","1,766,097,616"
"R2N8R791","1","1,766,097,072"
"R2N8K651","1","1,766,097,451"
"R2N8K651","1","1,766,098,071"
"R2N8K651","1","1,766,096,800"
"R2N8K651","1","1,766,097,463"
"R2N8R791","1","1,766,097,100"
"R2N2P828","1","1,766,097,657"
"R2N8K651","1","1,766,097,783"
"R2N8R791","1","1,766,097,592"
"R2N8K651","1","1,766,097,648"
"R2N8K651","1","1,766,097,595"
"R2N8K651","1","1,766,097,130"
"R2N2P828","1","1,766,097,954"
"R2N8R791","1","1,766,097,797"
"R2N2P828","1","1,766,097,387"
"R2N8K651","1","1,766,097,719"
"R2N8R791","1","1,766,091,816"
"R2N8R791","1","1,766,093,232"
"R2N8R791","1","1,766,091,818"
"R2N8R791","1","1,766,093,235"
"R2N8K651","1","1,766,090,448"
"R2N8R791","1","1,766,090,788"
"R2N2P828","1","1,766,088,274"
"R2N8K651","1","1,766,093,278"
"R2N8R791","1","1,766,089,263"
"R2N8K651","1","1,766,088,980"
"R2N8R791","1","1,766,090,790"
"R2N8R791","1","1,766,091,285"
"R2N8R791","1","1,766,093,281"
"R2N8K651","1","1,766,089,329"
"R2N8K651","1","1,766,090,467"
"R2N8R791","1","1,766,091,823"
"R2N8R791","1","1,766,093,290"
"R2N2P828","1","1,766,088,281"
"R2N2P828","1","1,766,088,284"
"R2N8K639","1","1,766,091,880"
"R2N8K651","1","1,766,093,300"
"R2N8R791","1","1,766,091,910"
"R2N8R791","1","1,766,090,846"
"R2N8K639","1","1,766,093,302"
"R2N8R791","1","1,766,091,808"
"R2N8K639","1","1,766,093,315"
"F8N0CDY2","1","1,766,091,176"
"R2N8R791","1","1,766,091,417"
"R2N8R791","1","1,766,093,321"
"R2N8R791","1","1,766,090,864"
"R2N8K651","1","1,766,089,339"
"R2N8R791","1","1,766,091,343"
"R2N8R791","1","1,766,090,534"
"R2N8R791","1","1,766,093,332"
"R2N8K639","1","1,766,093,340"
"R2N8R791","1","1,766,090,575"
"R2N8K651","1","1,766,091,222"
"R2N8R791","1","1,766,091,459"
"R2N8K651","1","1,766,089,368"
"R2N8K639","1","1,766,093,399"
"R2N8K651","1","1,766,091,947"
"R2N8K639","1","1,766,093,405"
"R2N8R791","1","1,766,091,479"
"R2N8K651","1","1,766,091,471"
"R2N8R791","1","1,766,093,432"
"R2N8R791","1","1,766,091,481"
"R2N2P828","1","1,766,088,322"
"R2N8R791","1","1,766,093,434"
"R2N8R791","1","1,766,088,323"
"R2N8K639","1","1,766,092,029"
"R2N8R791","1","1,766,090,632"
"R2N2P828","1","1,766,088,329"
"R2N8K651","1","1,766,091,875"
"R2N8R791","1","1,766,091,523"
"R2N8K651","1","1,766,093,472"
"R2N8R791","1","1,766,090,974"
"R2N8K651","1","1,766,091,255"
"R2N8K651","1","1,766,093,487"
"R2N8K651","1","1,766,089,125"
"R2N8K651","1","1,766,093,494"
"R2N8R791","1","1,766,090,647"
"R2N8K651","1","1,766,091,559"
"R2N8K639","1","1,766,092,051"
"R2N8R791","1","1,766,091,534"
"R2N8K639","1","1,766,093,508"
"R2N8R791","1","1,766,091,587"
"R2N8R791","1","1,766,092,053"
"R2N8R791","1","1,766,093,526"
"R2N8K639","1","1,766,093,538"
"R2N8R791","1","1,766,092,055"
"R2N2P828","1","1,766,088,349"
"R2N8K639","1","1,766,092,064"
"R2N8R791","1","1,766,089,137"
"R2N8R791","1","1,766,088,350"
"R2N8K639","1","1,766,091,916"
"F8N0MDW0","1","1,766,091,593"
"R2N8K639","1","1,766,092,152"
"R2N8R791","1","1,766,092,158"
"R2N8R791","1","1,766,090,711"
"R2N8K651","1","1,766,091,608"
"R2N8K651","1","1,766,093,562"
"N8N02Y44","1","1,766,047,412"
"F8S63B73","1","1,766,047,165"
"R2N8R791","1","1,766,047,373"
"R2N8R791","1","1,766,047,314"
"R2N9S295","1","1,766,047,155"
"N8S01N59","1","1,766,047,099"
"D6N00S68","1","1,766,047,359"
"R2N8K651","1","1,766,047,379"
"N8N00C01","1","1,766,047,250"
"N8S01N59","1","1,766,047,059"
"R2NU9835","1","1,766,047,355"
"R2N2P828","1","1,766,047,316"
"R2N8K651","1","1,766,047,159"
"R2N8R791","1","1,766,047,429"
"F8N60S18","1","1,766,047,364"
"R2N8K651","1","1,766,047,061"
"F8N0XNA4","1","1,766,047,263"
"R2N8R791","1","1,766,047,185"
"R2N8R791","1","1,766,047,388"
"R2N0IX23","1","1,766,047,195"
"D6NK4289","1","1,766,047,265"
"R2N8K651","1","1,766,047,364"
"R2N8R791","1","1,766,047,485"
"R2N2H053","1","1,766,047,267"
"F8S74B06","1","1,766,047,321"
"R2N8R791","1","1,766,047,393"
"F8N0XBL8","1","1,766,047,492"
"D6N40857","1","1,766,047,275"
"N8N00C01","1","1,766,047,322"
"R2NI4386","1","1,766,047,492"
"F8S63B73","1","1,766,047,276"
"R2N7Y321","1","1,766,047,276"
"R2S03C80","1","1,766,047,493"
"F8N0SSR9","1","1,766,047,387"
"R2N06C58","1","1,766,049,362"
"F8N64Z80","1","1,766,049,466"
"R2N8R791","1","1,766,049,175"
"F8N64Z80","1","1,766,049,290"
"D6NM1567","1","1,766,049,175"
"R2N2F705","1","1,766,049,176"
"R2NV7377","1","1,766,049,301"
"N8S01J67","1","1,766,049,167"
"N8S01D35","1","1,766,049,177"
"R2N8R791","1","1,766,049,178"
"F8N1WXR5","1","1,766,048,847"
"R2N5Y101","1","1,766,048,846"
"R2N04T49","1","1,766,049,304"
"R2N8R791","1","1,766,049,305"
"F8N0CDY2","1","1,766,049,305"
"D6N50702","1","1,766,048,847"
"R2N2Z719","1","1,766,049,378"
"F8N0UTL2","1","1,766,049,182"
"F8N1TJW0","1","1,766,049,179"
"F8N0UTL2","1","1,766,049,352"
"N8S01D35","1","1,766,049,309"
"D6N32410","1","1,766,049,188"
"D6NJ6659","1","1,766,049,188"
"D6K1A731","1","1,766,049,182"
"N8N04U43","1","1,766,049,415"
"F8N92R98","1","1,766,049,320"
"F8N0WSF7","1","1,766,049,193"
"R2N8R791","1","1,766,049,368"
"R2N8R791","1","1,766,049,437"
"R2N9T128","1","1,766,048,853"
"F8N0UTL2","1","1,766,049,368"
"R2N2P828","1","1,766,049,377"
"F8N0EEA8","1","1,766,049,466"
"R2N81061","1","1,766,049,381"
"R2N8R791","1","1,766,049,382"
"R2N6Y857","1","1,766,049,328"
"R2NH5318","1","1,766,048,081"
"R2N8R791","1","1,766,049,076"
"R2K02I68","1","1,766,049,076"
"R2N8K651","1","1,766,048,084"
"R2N8R791","1","1,766,049,311"
"F8N1YWD5","1","1,766,049,311"
"R2N2A132","1","1,766,049,253"
"R2N9T731","1","1,766,049,351"
"R2N8R791","1","1,766,048,895"
"R2N8R791","1","1,766,049,258"
"R2N8R791","1","1,766,048,898"
"F8N1PCP8","1","1,766,049,314"
"F8N46M49","1","1,766,048,907"
"R2N8R791","1","1,766,049,401"
"R2N8R791","1","1,766,049,080"
"D3S00E17","1","1,766,049,314"
"F8N0UTL2","1","1,766,049,361"
"R2N43871","1","1,766,048,908"
"D6N33097","1","1,766,049,360"
"R2N8R791","1","1,766,049,320"
"R2N5X350","1","1,766,049,367"
"R2N9Z044","1","1,766,049,321"
"R2N8K651","1","1,766,059,782"
"R2N8R791","1","1,766,059,785"
"R2N2P828","1","1,766,060,773"
"R2N8R791","1","1,766,059,413"
"R2N8R791","1","1,766,060,417"
"R2N2P828","1","1,766,060,595"
"R2N8R791","1","1,766,060,526"
"R2N2P828","1","1,766,060,792"
"R2N2P828","1","1,766,060,657"
"R2S02H48","1","1,766,060,661"
"R2N2P828","1","1,766,060,682"
"R2N2P828","1","1,766,060,417"
"R2N8K651","1","1,766,059,773"
"R2N8K651","1","1,766,060,793"
"R2N2P828","1","1,766,060,304"
"R2N8R791","1","1,766,060,337"
"R2N2P828","1","1,766,060,837"
"R2N8K651","1","1,766,060,345"
"R2N8K651","1","1,766,060,744"
"R2N8R791","1","1,766,060,354"
"R2N8R791","1","1,766,059,655"
"R2N8R791","1","1,766,060,356"
"R2N8R791","1","1,766,060,403"
"F8N0JUS4","1","1,766,060,771"
"R2N8K651","1","1,766,060,772"
"R2N8K651","1","1,766,060,545"
"R2N2P828","1","1,766,060,337"
"R2N2P828","1","1,766,060,317"
"F8N0CDY2","1","1,766,060,433"
"R2S02S45","1","1,766,060,349"
"R2N8K651","1","1,766,060,319"
"R2N8K651","1","1,766,059,660"
"R2N2P828","1","1,766,060,326"
"R2N02M88","1","1,766,060,798"
"R2N2P828","1","1,766,059,425"
"R2N8K651","1","1,766,060,440"
"R2N2P828","1","1,766,060,407"
"R2N8R791","1","1,766,060,367"
"R2N2P828","1","1,766,060,802"
"R2N2P828","1","1,766,060,444"
"R2N8K651","1","1,766,060,401"
"R2S06744","1","1,766,060,367"
"R2N8R791","1","1,766,059,674"
"F8N1DZM2","1","1,766,060,368"
"R2N2P828","1","1,766,060,825"
"R2N2P828","1","1,766,060,411"
"R2N2P828","1","1,766,060,827"
"F8N0GBT7","1","1,766,060,411"
"R2N8R791","1","1,766,059,430"
"R2N2P828","1","1,766,060,413"
"R2N8R791","1","1,766,060,455"
"R2N8R791","1","1,766,060,415"
"R2N8R791","1","1,766,060,407"
"R2N8K651","1","1,766,059,789"
"R2N8R791","1","1,766,060,425"
"R2N2P828","1","1,766,060,492"
"R2N8R791","1","1,766,060,430"
"R2N7G347","1","1,766,060,375"
"R2N8R791","1","1,766,060,434"
"R2N2P828","1","1,766,059,897"
"R2S01E95","1","1,766,060,447"
"R2N2P828","1","1,766,060,563"
"R2N2P828","1","1,766,059,936"
"F8N1E901","1","1,766,060,529"
"R2N2P828","1","1,766,060,530"
"R2N2P828","1","1,766,060,598"
"R2N2P828","1","1,766,060,560"
"D6N01Y65","1","1,766,060,570"
"R2N2P828","1","1,766,060,572"
"R2N2P828","1","1,766,060,427"
"F8N0CDY2","1","1,766,060,575"
"R2N8R791","1","1,766,060,610"
"R2N2P828","1","1,766,060,611"
"R2N6X781","1","1,766,060,480"
"R2N2P828","1","1,766,060,434"
"R2N8R791","1","1,766,060,393"
"R2N8R791","1","1,766,059,811"
"R2N2P828","1","1,766,059,542"
"R2N8K651","1","1,766,060,714"
"R2N8K651","1","1,766,060,500"
"N8S00V16","1","1,766,059,544"
"R2N2P828","1","1,766,060,401"
"R2N8K651","1","1,766,059,819"
"R2N8K651","1","1,766,060,504"
"R2N8K651","1","1,766,059,563"
"R2N2P828","1","1,766,060,504"
"R2N8R791","1","1,766,060,440"
"R2N2P828","1","1,766,060,508"
"D6N06955","1","1,766,059,709"
"R2N2P828","1","1,766,060,808"
"D6S00J37","1","1,766,060,821"
"N8S00I06","1","1,766,060,844"
"R2N2P828","1","1,766,060,007"
"R2N8R791","1","1,766,060,452"
"R2N6X781","1","1,766,059,577"
"R2N8K651","1","1,766,060,686"
"R2N0BM11","1","1,766,031,621"
"R2S02C85","1","1,766,032,033"
"F8N0YZG2","1","1,766,031,709"
"F8N1ZYB4","1","1,766,032,033"
"R2N8R791","1","1,766,032,035"
"F8N2AJK5","1","1,766,032,035"
"R2N6Z304","1","1,766,031,769"
"F8N97J56","1","1,766,032,037"
"F8N1LFA2","1","1,766,032,038"
"F8N1AHD2","1","1,766,031,623"
"R2NV4414","1","1,766,031,689"
"R2N81446","1","1,766,031,623"
"R2N8R791","1","1,766,032,049"
"R2N8K651","1","1,766,031,691"
"R2N5C601","1","1,766,031,905"
"R2N0T794","1","1,766,031,702"
"R2N8K651","1","1,766,031,762"
"R2N87107","1","1,766,031,702"
"F8N0JXZ5","1","1,766,032,075"
"F8N0CWL7","1","1,766,031,779"
"R2N6R582","1","1,766,032,077"
"F8N0XDA8","1","1,766,031,908"
"R2N86168","1","1,766,031,708"
"R2N6X428","1","1,766,031,711"
"R2N8K651","1","1,766,031,507"
"F8N0CDY2","1","1,766,031,475"
"R2NO2158","1","1,766,031,627"
"D6N25046","1","1,766,031,933"
"N8S00K15","1","1,766,031,772"
"F8S73B95","1","1,766,031,714"
"F8N0SSR8","1","1,766,031,478"
"R2N8K651","1","1,766,031,480"
"R2N3Z138","1","1,766,031,769"
"F8S53B15","1","1,766,031,480"
"R2N6Y282","1","1,766,031,508"
"F8N0XDA8","1","1,766,031,716"
"F8N0SLH2","1","1,766,031,509"
"R2N8K651","1","1,766,031,485"
"F8N1ZYB4","1","1,766,031,798"
"D6S00J22","1","1,766,031,492"
"D6NM1897","1","1,766,031,721"
"N8S00L99","1","1,766,031,496"
"R2N8R791","1","1,766,031,510"
"F8N1JLP5","1","1,766,031,775"
"R2N8R791","1","1,766,031,632"
"R2NQ2205","1","1,766,031,729"
"F8N0PHX8","1","1,766,031,835"
"F8N3R463","1","1,766,031,512"
"F8N1YSS6","1","1,766,031,730"
"R2N8R791","1","1,766,031,514"
"F8N97Z78","1","1,766,031,809"
"D6N00U38","1","1,766,031,780"
"R2N8K651","1","1,766,031,636"
"R2N0J542","1","1,766,031,514"
"F8N32X70","1","1,766,031,838"
"R2N8K651","1","1,766,031,743"
"F8N0YZG2","1","1,766,031,709"
"R2N8K651","1","1,766,031,979"
"F8N13K75","1","1,766,031,844"
"N8S01C21","1","1,766,031,789"
"F8N0XMX7","1","1,766,031,518"
"F8K36B03","1","1,766,031,845"
"R2N6D987","1","1,766,031,751"
"F8N1BKY2","1","1,766,031,639"
"R2N0FP22","1","1,766,031,810"
